timestamp,soil_moisture,soil_temp_C,soil_EC_dS_m,soil_pH,air_temp_C,rain_last_24h_mm,forecast_rain_24h_mm,crop_stage,root_zone_depth_m,field_capacity,wilting_point,root_zone_deficit_mm,IrrigateTomorrow
2025-04-07 10:00:00,0.247,18.72,0.69,6.26,32.1,1.7,1.2,maturity,0.3,0.28,0.12,10.0,0
2025-04-07 11:00:00,0.237,22.97,0.82,6.5,31.0,2.4,0.7,vegetative,0.6,0.32,0.14,49.9,0
2025-04-07 12:00:00,0.254,19.24,0.69,6.03,24.2,0.6,0.7,flowering,0.6,0.32,0.14,39.9,0
2025-04-07 13:00:00,0.195,16.71,0.85,6.13,24.3,0.1,1.9,vegetative,0.3,0.28,0.12,25.4,1
2025-04-07 14:00:00,0.198,16.11,0.75,6.54,30.3,0.9,1.5,vegetative,0.3,0.28,0.12,24.7,1
2025-04-07 15:00:00,0.176,29.81,0.46,6.46,35.7,0.3,0.8,vegetative,0.3,0.28,0.12,31.2,1
2025-04-07 16:00:00,0.238,26.44,0.82,6.56,29.9,0.2,0.4,vegetative,0.6,0.32,0.14,49.5,0
2025-04-07 17:00:00,0.251,30.65,0.79,6.49,32.9,0.8,0.6,maturity,0.3,0.28,0.12,8.7,0
2025-04-07 18:00:00,0.238,24.7,0.8,7.26,25.4,0.4,0.4,vegetative,0.6,0.32,0.14,49.0,0
2025-04-07 19:00:00,0.287,19.85,0.51,6.54,33.5,1.3,0.2,maturity,0.3,0.28,0.12,-2.1,0
2025-04-07 20:00:00,0.22,28.62,0.63,6.39,25.9,0.9,1.0,maturity,0.6,0.32,0.14,60.1,1
2025-04-07 21:00:00,0.247,21.83,0.64,6.53,29.2,1.8,1.2,vegetative,0.3,0.28,0.12,10.0,0
2025-04-07 22:00:00,0.176,23.1,0.62,6.81,26.2,0.1,3.5,vegetative,0.3,0.28,0.12,31.1,1
2025-04-07 23:00:00,0.205,21.79,0.87,6.49,32.4,0.3,0.6,flowering,0.6,0.32,0.14,69.3,1
2025-04-08 00:00:00,0.248,7.27,0.7,6.71,32.5,0.8,5.9,flowering,0.6,0.32,0.14,43.3,0
2025-04-08 01:00:00,0.254,30.02,0.7,6.62,20.6,2.1,0.2,vegetative,0.3,0.28,0.12,7.8,0
2025-04-08 02:00:00,0.208,24.46,0.76,6.41,34.6,1.7,1.1,vegetative,0.3,0.28,0.12,21.5,0
2025-04-08 03:00:00,0.217,23.65,0.76,6.53,39.9,1.1,5.3,vegetative,0.3,0.28,0.12,18.9,0
2025-04-08 04:00:00,0.159,21.69,0.4,6.98,26.2,0.9,1.0,maturity,0.3,0.28,0.12,36.2,1
2025-04-08 05:00:00,0.206,22.82,0.64,6.57,27.4,1.0,0.6,vegetative,0.6,0.32,0.14,68.6,1
2025-04-08 06:00:00,0.256,19.01,0.56,6.2,34.2,0.2,0.7,flowering,0.3,0.28,0.12,7.3,0
2025-04-08 07:00:00,0.243,25.08,0.74,6.4,28.3,0.9,1.9,vegetative,0.3,0.28,0.12,11.1,0
2025-04-08 08:00:00,0.24,15.46,0.67,5.87,28.0,0.7,2.8,flowering,0.3,0.28,0.12,12.0,0
2025-04-08 09:00:00,0.222,22.93,0.7,6.54,37.5,0.5,0.6,maturity,0.3,0.28,0.12,17.4,0
2025-04-08 10:00:00,0.22,24.81,0.49,6.89,21.2,2.2,1.5,vegetative,0.3,0.28,0.12,17.9,0
2025-04-08 11:00:00,0.194,21.01,0.67,6.1,24.1,1.8,2.7,vegetative,0.6,0.32,0.14,75.8,1
2025-04-08 12:00:00,0.248,23.85,0.81,6.54,30.1,0.1,0.3,flowering,0.3,0.28,0.12,9.6,0
2025-04-08 13:00:00,0.237,17.04,0.84,6.8,19.9,4.2,0.7,maturity,0.3,0.28,0.12,12.9,0
2025-04-08 14:00:00,0.24,17.17,0.77,6.83,26.1,0.3,5.4,flowering,0.3,0.28,0.12,12.1,0
2025-04-08 15:00:00,0.199,23.18,0.57,6.88,26.1,0.2,0.4,flowering,0.6,0.32,0.14,72.6,1
2025-04-08 16:00:00,0.134,25.39,0.83,5.94,32.8,2.9,1.0,flowering,0.6,0.32,0.14,111.7,1
2025-04-08 17:00:00,0.264,12.63,0.77,6.65,31.5,0.6,1.1,vegetative,0.6,0.32,0.14,33.7,0
2025-04-08 18:00:00,0.201,24.61,0.69,6.05,19.6,1.6,0.2,flowering,0.3,0.28,0.12,23.7,0
2025-04-08 19:00:00,0.185,19.28,0.5,6.2,24.5,0.3,1.6,vegetative,0.3,0.28,0.12,28.4,1
2025-04-08 20:00:00,0.248,21.04,0.8,6.75,24.5,2.1,0.5,vegetative,0.3,0.28,0.12,9.7,0
2025-04-08 21:00:00,0.204,15.3,0.64,6.55,26.9,1.8,0.7,flowering,0.3,0.28,0.12,22.7,0
2025-04-08 22:00:00,0.262,17.74,0.73,6.72,22.5,0.7,1.0,maturity,0.6,0.32,0.14,34.6,0
2025-04-08 23:00:00,0.245,26.83,0.71,6.22,30.3,1.2,0.5,maturity,0.6,0.32,0.14,45.2,0
2025-04-09 00:00:00,0.247,22.16,0.85,6.94,24.5,3.3,0.4,vegetative,0.3,0.28,0.12,9.8,0
2025-04-09 01:00:00,0.165,20.09,0.69,6.71,30.9,0.6,0.8,flowering,0.3,0.28,0.12,34.4,1
2025-04-09 02:00:00,0.268,21.42,0.7,6.77,28.0,0.7,0.4,flowering,0.6,0.32,0.14,30.9,0
2025-04-09 03:00:00,0.23,24.45,0.86,6.18,23.1,1.3,0.6,flowering,0.6,0.32,0.14,53.7,0
2025-04-09 04:00:00,0.205,24.2,0.63,6.85,34.9,0.5,0.1,vegetative,0.6,0.32,0.14,68.9,1
2025-04-09 05:00:00,0.226,21.62,0.78,6.41,35.1,3.3,1.9,vegetative,0.6,0.32,0.14,56.6,1
2025-04-09 06:00:00,0.149,27.46,0.68,6.32,29.5,0.0,0.5,vegetative,0.3,0.28,0.12,39.3,1
2025-04-09 07:00:00,0.236,26.85,0.6,6.69,26.8,0.5,0.1,flowering,0.6,0.32,0.14,50.2,0
2025-04-09 08:00:00,0.179,24.07,0.7,6.67,22.7,1.3,1.6,vegetative,0.6,0.32,0.14,84.7,1
2025-04-09 09:00:00,0.166,22.27,0.77,6.25,33.4,0.6,0.0,flowering,0.6,0.32,0.14,92.5,1
2025-04-09 10:00:00,0.159,25.29,0.84,7.12,32.1,0.3,0.9,vegetative,0.3,0.28,0.12,36.3,1
2025-04-09 11:00:00,0.265,23.57,0.85,7.04,23.9,0.5,1.2,vegetative,0.6,0.32,0.14,33.3,0
2025-04-09 12:00:00,0.195,27.3,0.67,6.68,24.6,2.1,0.2,vegetative,0.6,0.32,0.14,75.1,1
2025-04-09 13:00:00,0.281,26.5,0.6,6.63,30.3,0.8,0.1,vegetative,0.3,0.28,0.12,-0.4,0
2025-04-09 14:00:00,0.199,16.91,0.67,6.6,22.1,0.4,0.1,flowering,0.3,0.28,0.12,24.4,1
2025-04-09 15:00:00,0.152,16.57,0.58,6.04,24.9,1.1,5.0,vegetative,0.3,0.28,0.12,38.5,0
2025-04-09 16:00:00,0.175,18.49,0.68,6.53,22.8,0.9,1.4,vegetative,0.6,0.32,0.14,86.8,1
2025-04-09 17:00:00,0.269,26.88,0.67,6.53,23.0,0.8,0.4,flowering,0.3,0.28,0.12,3.2,0
2025-04-09 18:00:00,0.214,14.12,0.77,6.33,24.4,0.5,0.4,maturity,0.3,0.28,0.12,19.9,0
2025-04-09 19:00:00,0.198,23.97,0.48,6.41,32.5,0.1,1.0,flowering,0.3,0.28,0.12,24.6,1
2025-04-09 20:00:00,0.226,23.81,0.63,5.79,19.2,1.0,0.6,maturity,0.6,0.32,0.14,56.2,1
2025-04-09 21:00:00,0.24,27.81,0.63,6.17,30.2,0.5,0.3,maturity,0.3,0.28,0.12,12.0,0
2025-04-09 22:00:00,0.265,22.9,0.82,6.78,29.3,0.6,0.1,maturity,0.3,0.28,0.12,4.6,0
2025-04-09 23:00:00,0.278,15.28,0.59,7.02,32.8,0.3,1.5,maturity,0.6,0.32,0.14,25.2,0
2025-04-10 00:00:00,0.206,17.2,0.72,6.22,29.3,0.3,2.2,flowering,0.3,0.28,0.12,22.3,0
2025-04-10 01:00:00,0.167,16.09,0.69,6.55,26.1,1.5,0.2,maturity,0.3,0.28,0.12,33.9,1
2025-04-10 02:00:00,0.203,19.31,0.8,6.83,23.9,0.7,0.1,vegetative,0.3,0.28,0.12,23.0,0
2025-04-10 03:00:00,0.23,21.09,0.76,6.34,33.0,0.1,0.1,vegetative,0.3,0.28,0.12,14.9,0
2025-04-10 04:00:00,0.181,16.17,0.71,6.7,30.5,0.0,0.5,maturity,0.3,0.28,0.12,29.6,1
2025-04-10 05:00:00,0.182,29.35,0.64,6.49,25.5,0.3,0.4,vegetative,0.6,0.32,0.14,83.0,1
2025-04-10 06:00:00,0.234,15.37,0.51,6.86,32.5,0.7,0.1,maturity,0.3,0.28,0.12,13.9,0
2025-04-10 07:00:00,0.218,28.73,0.72,6.12,25.8,1.0,0.6,vegetative,0.6,0.32,0.14,61.2,1
2025-04-10 08:00:00,0.221,27.93,0.75,6.17,28.0,0.2,0.2,vegetative,0.3,0.28,0.12,17.6,0
2025-04-10 09:00:00,0.19,26.49,0.54,6.58,25.0,0.6,0.1,maturity,0.3,0.28,0.12,27.1,1
2025-04-10 10:00:00,0.211,18.53,0.58,6.53,30.7,0.1,1.1,vegetative,0.6,0.32,0.14,65.5,1
2025-04-10 11:00:00,0.183,23.71,0.73,6.48,23.0,0.0,0.8,flowering,0.3,0.28,0.12,29.1,1
2025-04-10 12:00:00,0.256,15.61,0.73,6.67,26.5,2.0,1.8,vegetative,0.6,0.32,0.14,38.6,0
2025-04-10 13:00:00,0.261,26.55,0.6,6.22,24.7,1.1,0.4,maturity,0.6,0.32,0.14,35.2,0
2025-04-10 14:00:00,0.146,21.63,0.64,6.09,29.3,1.5,0.1,flowering,0.6,0.32,0.14,104.3,1
2025-04-10 15:00:00,0.183,19.95,0.52,6.35,29.9,0.2,0.4,vegetative,0.3,0.28,0.12,29.2,1
2025-04-10 16:00:00,0.16,15.88,0.84,6.38,22.5,0.4,1.5,vegetative,0.3,0.28,0.12,36.0,1
2025-04-10 17:00:00,0.194,9.61,0.57,6.41,30.0,0.6,0.3,flowering,0.3,0.28,0.12,25.8,1
2025-04-10 18:00:00,0.217,16.81,0.75,6.88,20.6,1.1,0.3,maturity,0.3,0.28,0.12,19.0,0
2025-04-10 19:00:00,0.162,27.56,0.7,6.73,39.0,0.8,0.2,flowering,0.3,0.28,0.12,35.4,1
2025-04-10 20:00:00,0.183,19.99,0.83,6.66,25.4,0.8,4.3,vegetative,0.6,0.32,0.14,82.1,1
2025-04-10 21:00:00,0.18,21.15,0.62,6.57,33.2,0.2,3.4,maturity,0.6,0.32,0.14,84.1,1
2025-04-10 22:00:00,0.228,25.28,0.71,6.37,29.0,0.6,1.1,maturity,0.6,0.32,0.14,55.0,1
2025-04-10 23:00:00,0.223,31.03,0.53,6.24,29.2,1.7,0.2,flowering,0.6,0.32,0.14,58.3,1
2025-04-11 00:00:00,0.191,28.63,0.51,6.14,22.2,0.7,1.5,flowering,0.3,0.28,0.12,26.7,1
2025-04-11 01:00:00,0.227,17.14,0.76,6.29,32.2,0.2,0.9,vegetative,0.3,0.28,0.12,15.9,0
2025-04-11 02:00:00,0.198,12.29,0.52,6.49,28.2,0.5,1.4,vegetative,0.3,0.28,0.12,24.6,1
2025-04-11 03:00:00,0.209,33.8,0.68,6.15,30.4,1.4,2.0,maturity,0.3,0.28,0.12,21.3,0
2025-04-11 04:00:00,0.287,33.34,0.8,6.55,27.5,0.1,0.4,vegetative,0.3,0.28,0.12,-2.1,0
2025-04-11 05:00:00,0.274,22.94,0.77,6.44,28.7,0.9,2.4,vegetative,0.3,0.28,0.12,1.9,0
2025-04-11 06:00:00,0.168,15.65,0.63,6.38,23.6,3.4,2.3,flowering,0.3,0.28,0.12,33.6,1
2025-04-11 07:00:00,0.253,26.82,0.54,6.85,27.2,0.5,0.8,vegetative,0.3,0.28,0.12,8.0,0
2025-04-11 08:00:00,0.252,21.46,0.75,5.76,25.9,0.0,1.2,maturity,0.6,0.32,0.14,40.5,0
2025-04-11 09:00:00,0.174,21.44,0.83,6.38,24.5,1.0,0.5,vegetative,0.6,0.32,0.14,87.6,1
2025-04-11 10:00:00,0.253,26.47,0.63,5.79,28.7,0.0,1.1,flowering,0.3,0.28,0.12,8.2,0
2025-04-11 11:00:00,0.282,23.67,0.62,6.57,29.8,0.2,0.8,flowering,0.6,0.32,0.14,23.1,0
2025-04-11 12:00:00,0.175,16.07,0.65,6.73,29.3,0.0,0.4,maturity,0.3,0.28,0.12,31.5,1
2025-04-11 13:00:00,0.183,20.38,0.76,6.09,27.5,0.2,0.4,vegetative,0.3,0.28,0.12,29.0,1
2025-04-11 14:00:00,0.261,25.31,0.82,6.13,30.1,1.9,1.1,vegetative,0.3,0.28,0.12,5.8,0
2025-04-11 15:00:00,0.231,24.55,0.58,5.99,29.2,1.3,3.1,flowering,0.6,0.32,0.14,53.5,0
2025-04-11 16:00:00,0.242,23.31,0.55,6.52,28.5,0.4,0.2,flowering,0.6,0.32,0.14,46.8,0
2025-04-11 17:00:00,0.234,26.67,0.93,6.4,28.8,2.3,0.5,vegetative,0.3,0.28,0.12,13.9,0
2025-04-11 18:00:00,0.236,20.19,0.68,6.42,33.9,1.1,1.6,vegetative,0.6,0.32,0.14,50.6,0
2025-04-11 19:00:00,0.167,22.89,0.73,6.39,22.0,0.6,0.1,vegetative,0.6,0.32,0.14,91.8,1
2025-04-11 20:00:00,0.262,5.12,0.63,6.21,26.4,0.1,5.1,vegetative,0.3,0.28,0.12,5.4,0
2025-04-11 21:00:00,0.267,19.75,0.75,6.84,29.7,1.3,1.1,flowering,0.6,0.32,0.14,31.9,0
2025-04-11 22:00:00,0.211,25.82,0.8,6.58,20.1,0.5,2.4,flowering,0.3,0.28,0.12,20.8,0
2025-04-11 23:00:00,0.218,20.05,0.73,6.14,34.9,0.4,1.8,flowering,0.3,0.28,0.12,18.5,0
2025-04-12 00:00:00,0.159,19.67,0.87,6.29,29.3,0.3,1.5,vegetative,0.3,0.28,0.12,36.4,1
2025-04-12 01:00:00,0.241,16.79,0.67,6.24,32.8,0.0,0.0,maturity,0.3,0.28,0.12,11.8,0
2025-04-12 02:00:00,0.243,27.02,0.67,6.92,33.6,1.4,0.5,maturity,0.6,0.32,0.14,46.3,0
2025-04-12 03:00:00,0.218,24.74,0.72,6.71,30.1,0.2,0.2,vegetative,0.6,0.32,0.14,61.5,1
2025-04-12 04:00:00,0.265,26.13,0.75,6.46,16.8,0.7,2.1,vegetative,0.3,0.28,0.12,4.5,0
2025-04-12 05:00:00,0.207,13.37,0.72,7.01,28.7,0.0,1.1,flowering,0.6,0.32,0.14,68.0,1
2025-04-12 06:00:00,0.243,21.2,0.57,6.94,29.1,1.0,0.1,flowering,0.3,0.28,0.12,11.2,0
2025-04-12 07:00:00,0.179,20.6,0.73,6.43,22.6,0.5,0.4,flowering,0.6,0.32,0.14,84.5,1
2025-04-12 08:00:00,0.219,20.6,0.66,6.38,19.1,1.0,0.1,flowering,0.3,0.28,0.12,18.3,0
2025-04-12 09:00:00,0.213,18.92,0.64,6.39,30.3,0.1,1.3,vegetative,0.3,0.28,0.12,20.1,0
2025-04-12 10:00:00,0.229,20.27,0.7,6.21,21.8,0.3,0.5,vegetative,0.3,0.28,0.12,15.3,0
2025-04-12 11:00:00,0.205,26.25,0.6,7.02,38.3,0.1,0.3,vegetative,0.3,0.28,0.12,22.4,0
2025-04-12 12:00:00,0.215,12.44,0.59,6.2,29.3,1.0,0.7,maturity,0.3,0.28,0.12,19.6,0
2025-04-12 13:00:00,0.253,30.89,0.44,6.76,34.8,0.1,0.0,maturity,0.3,0.28,0.12,8.1,0
2025-04-12 14:00:00,0.203,24.42,0.87,6.71,28.2,1.0,0.3,maturity,0.6,0.32,0.14,70.5,1
2025-04-12 15:00:00,0.156,21.79,0.76,6.41,31.8,0.1,0.2,vegetative,0.3,0.28,0.12,37.3,1
2025-04-12 16:00:00,0.29,26.53,0.69,7.04,28.3,2.9,2.7,flowering,0.3,0.28,0.12,-3.0,0
2025-04-12 17:00:00,0.275,14.74,0.63,6.03,33.0,0.5,0.5,flowering,0.3,0.28,0.12,1.4,0
2025-04-12 18:00:00,0.168,18.68,0.41,6.48,17.8,0.1,0.9,vegetative,0.3,0.28,0.12,33.5,1
2025-04-12 19:00:00,0.248,21.39,0.63,6.35,32.4,0.0,0.7,flowering,0.3,0.28,0.12,9.7,0
2025-04-12 20:00:00,0.2,28.83,0.77,6.79,31.3,0.4,1.1,flowering,0.3,0.28,0.12,24.0,1
2025-04-12 21:00:00,0.231,21.77,0.79,6.61,27.2,2.2,0.3,maturity,0.6,0.32,0.14,53.7,0
2025-04-12 22:00:00,0.232,24.25,0.76,5.98,26.0,0.2,0.1,vegetative,0.3,0.28,0.12,14.5,0
2025-04-12 23:00:00,0.211,19.05,0.72,6.87,26.5,1.6,0.1,flowering,0.3,0.28,0.12,20.8,0
2025-04-13 00:00:00,0.189,24.43,0.83,6.65,29.4,0.5,0.2,maturity,0.3,0.28,0.12,27.4,1
2025-04-13 01:00:00,0.192,30.39,0.67,6.19,34.1,1.6,0.7,flowering,0.3,0.28,0.12,26.3,1
2025-04-13 02:00:00,0.183,26.98,0.81,6.4,25.3,2.1,0.3,vegetative,0.3,0.28,0.12,29.0,1
2025-04-13 03:00:00,0.187,21.59,0.66,6.11,19.5,6.1,0.6,vegetative,0.3,0.28,0.12,28.0,1
2025-04-13 04:00:00,0.217,25.38,0.61,6.45,40.4,0.1,0.0,maturity,0.3,0.28,0.12,18.8,0
2025-04-13 05:00:00,0.191,24.89,0.6,6.55,31.4,1.6,1.0,vegetative,0.6,0.32,0.14,77.2,1
2025-04-13 06:00:00,0.247,24.53,0.59,6.4,26.0,0.1,2.1,maturity,0.6,0.32,0.14,43.6,0
2025-04-13 07:00:00,0.279,27.56,0.77,6.36,33.9,0.4,0.0,vegetative,0.3,0.28,0.12,0.2,0
2025-04-13 08:00:00,0.197,27.52,0.63,6.02,32.7,1.0,0.2,maturity,0.3,0.28,0.12,25.0,1
2025-04-13 09:00:00,0.23,21.36,0.6,6.6,30.5,0.6,0.4,flowering,0.6,0.32,0.14,54.3,1
2025-04-13 10:00:00,0.24,25.21,0.77,5.92,25.6,0.8,0.3,maturity,0.3,0.28,0.12,12.0,0
2025-04-13 11:00:00,0.239,20.08,0.73,6.51,31.3,3.4,0.0,vegetative,0.6,0.32,0.14,48.7,0
2025-04-13 12:00:00,0.223,17.38,0.8,5.96,33.4,1.7,0.1,maturity,0.6,0.32,0.14,58.2,1
2025-04-13 13:00:00,0.25,20.65,0.75,6.52,19.4,0.5,2.4,vegetative,0.3,0.28,0.12,9.1,0
2025-04-13 14:00:00,0.239,21.62,0.62,6.5,29.1,0.9,1.2,vegetative,0.3,0.28,0.12,12.2,0
2025-04-13 15:00:00,0.17,13.69,0.71,6.62,29.5,0.0,3.2,maturity,0.3,0.28,0.12,32.9,1
2025-04-13 16:00:00,0.255,26.3,0.71,6.76,29.3,0.6,0.6,vegetative,0.3,0.28,0.12,7.6,0
2025-04-13 17:00:00,0.255,8.16,0.61,6.81,28.2,0.9,2.1,flowering,0.3,0.28,0.12,7.4,0
2025-04-13 18:00:00,0.189,35.57,0.59,6.02,33.9,1.3,1.7,vegetative,0.3,0.28,0.12,27.2,1
2025-04-13 19:00:00,0.222,29.51,0.63,6.48,26.9,2.3,2.1,flowering,0.3,0.28,0.12,17.5,0
2025-04-13 20:00:00,0.247,20.69,0.9,7.1,28.0,0.3,0.0,flowering,0.6,0.32,0.14,43.6,0
2025-04-13 21:00:00,0.212,22.05,0.66,6.54,29.6,2.3,1.1,vegetative,0.3,0.28,0.12,20.5,0
2025-04-13 22:00:00,0.263,23.51,0.82,6.25,27.1,1.1,0.8,vegetative,0.6,0.32,0.14,34.2,0
2025-04-13 23:00:00,0.315,19.05,0.65,6.48,21.1,0.1,0.8,vegetative,0.6,0.32,0.14,3.3,0
2025-04-14 00:00:00,0.189,22.96,0.79,6.38,29.1,0.5,0.7,vegetative,0.3,0.28,0.12,27.4,1
2025-04-14 01:00:00,0.165,21.28,0.79,6.15,29.1,0.6,1.6,vegetative,0.6,0.32,0.14,93.1,1
2025-04-14 02:00:00,0.232,21.53,0.8,6.76,26.2,0.4,3.4,flowering,0.3,0.28,0.12,14.4,0
2025-04-14 03:00:00,0.249,22.91,0.74,6.68,27.3,0.1,1.8,flowering,0.6,0.32,0.14,42.7,0
2025-04-14 04:00:00,0.211,15.43,0.84,6.1,12.1,0.8,2.0,flowering,0.6,0.32,0.14,65.5,1
2025-04-14 05:00:00,0.278,22.2,0.74,6.47,34.0,0.1,0.7,flowering,0.3,0.28,0.12,0.6,0
2025-04-14 06:00:00,0.166,22.82,0.87,6.33,32.5,2.5,1.2,flowering,0.3,0.28,0.12,34.1,1
2025-04-14 07:00:00,0.248,22.64,0.54,6.02,21.3,2.0,0.5,vegetative,0.3,0.28,0.12,9.7,0
2025-04-14 08:00:00,0.196,20.92,0.73,6.08,24.6,0.6,0.4,maturity,0.6,0.32,0.14,74.5,1
2025-04-14 09:00:00,0.289,27.69,0.73,6.12,35.2,0.1,2.3,vegetative,0.6,0.32,0.14,18.7,0
2025-04-14 10:00:00,0.3,20.23,0.61,6.48,22.2,0.8,2.4,vegetative,0.3,0.28,0.12,-5.9,0
2025-04-14 11:00:00,0.189,23.14,0.76,6.36,30.4,0.9,1.1,vegetative,0.3,0.28,0.12,27.2,1
2025-04-14 12:00:00,0.198,28.49,0.55,6.21,25.5,2.2,1.8,flowering,0.3,0.28,0.12,24.6,1
2025-04-14 13:00:00,0.254,21.6,0.63,6.38,30.1,0.1,0.4,vegetative,0.3,0.28,0.12,7.7,0
2025-04-14 14:00:00,0.205,23.07,0.5,6.72,28.3,1.2,0.6,vegetative,0.3,0.28,0.12,22.6,0
2025-04-14 15:00:00,0.218,21.52,0.86,6.61,26.6,0.8,1.7,vegetative,0.3,0.28,0.12,18.5,0
2025-04-14 16:00:00,0.221,28.19,0.68,6.8,29.9,0.2,0.5,vegetative,0.3,0.28,0.12,17.7,0
2025-04-14 17:00:00,0.143,20.71,0.92,6.43,25.5,0.1,0.0,flowering,0.6,0.32,0.14,106.1,1
2025-04-14 18:00:00,0.219,28.42,0.78,6.98,19.1,1.2,0.4,flowering,0.3,0.28,0.12,18.2,0
2025-04-14 19:00:00,0.192,21.48,0.74,6.6,23.4,0.4,0.5,vegetative,0.3,0.28,0.12,26.3,1
2025-04-14 20:00:00,0.2,17.7,0.64,6.35,22.8,9.7,0.2,vegetative,0.3,0.28,0.12,23.9,0
2025-04-14 21:00:00,0.278,25.4,0.6,6.53,20.0,2.2,0.4,flowering,0.3,0.28,0.12,0.7,0
2025-04-14 22:00:00,0.17,20.48,0.75,6.13,29.8,0.8,2.7,maturity,0.3,0.28,0.12,33.1,1
2025-04-14 23:00:00,0.253,25.1,0.69,6.41,27.1,1.0,2.0,flowering,0.3,0.28,0.12,8.2,0
2025-04-15 00:00:00,0.209,8.35,0.57,6.63,29.8,0.2,0.6,flowering,0.3,0.28,0.12,21.3,0
2025-04-15 01:00:00,0.209,22.03,0.55,6.68,30.6,2.2,1.2,flowering,0.6,0.32,0.14,66.7,1
2025-04-15 02:00:00,0.252,19.7,0.6,6.38,31.8,0.6,0.2,vegetative,0.3,0.28,0.12,8.5,0
2025-04-15 03:00:00,0.234,16.68,0.88,7.32,30.0,0.7,1.4,maturity,0.3,0.28,0.12,13.9,0
2025-04-15 04:00:00,0.243,19.23,0.92,6.45,23.1,2.1,0.6,vegetative,0.6,0.32,0.14,46.3,0
2025-04-15 05:00:00,0.259,19.13,0.72,6.0,30.9,0.0,1.3,flowering,0.3,0.28,0.12,6.4,0
2025-04-15 06:00:00,0.207,21.76,0.71,6.86,29.1,0.7,1.0,maturity,0.6,0.32,0.14,68.0,1
2025-04-15 07:00:00,0.196,15.16,0.67,6.68,39.0,1.0,0.3,vegetative,0.6,0.32,0.14,74.7,1
2025-04-15 08:00:00,0.177,23.58,0.61,6.57,28.0,0.2,1.8,vegetative,0.6,0.32,0.14,86.0,1
2025-04-15 09:00:00,0.187,28.83,0.84,6.36,29.9,0.1,0.8,flowering,0.3,0.28,0.12,27.9,1
2025-04-15 10:00:00,0.338,23.4,0.89,6.62,27.5,0.8,1.5,flowering,0.3,0.28,0.12,-17.4,0
2025-04-15 11:00:00,0.27,26.04,0.61,6.99,28.2,0.8,0.1,maturity,0.6,0.32,0.14,30.1,0
2025-04-15 12:00:00,0.166,27.47,0.69,6.56,27.9,0.4,1.0,flowering,0.3,0.28,0.12,34.2,1
2025-04-15 13:00:00,0.167,28.18,0.66,6.06,25.8,2.1,0.3,vegetative,0.3,0.28,0.12,33.9,1
2025-04-15 14:00:00,0.239,31.35,0.66,5.5,28.9,0.4,2.0,vegetative,0.3,0.28,0.12,12.2,0
2025-04-15 15:00:00,0.242,19.5,0.82,6.62,31.1,0.7,3.0,flowering,0.3,0.28,0.12,11.4,0
2025-04-15 16:00:00,0.242,18.41,0.57,6.2,25.9,0.2,0.1,flowering,0.6,0.32,0.14,46.8,0
2025-04-15 17:00:00,0.21,25.92,0.75,6.47,32.2,0.0,1.3,vegetative,0.6,0.32,0.14,66.1,1
2025-04-15 18:00:00,0.215,25.54,0.77,6.26,31.6,0.6,0.1,flowering,0.6,0.32,0.14,63.0,1
2025-04-15 19:00:00,0.233,25.88,0.69,6.24,23.6,0.7,1.9,maturity,0.6,0.32,0.14,52.1,0
2025-04-15 20:00:00,0.223,31.45,0.79,6.27,23.2,1.4,0.1,flowering,0.6,0.32,0.14,57.9,1
2025-04-15 21:00:00,0.131,22.06,0.71,6.3,30.2,0.6,0.2,vegetative,0.6,0.32,0.14,113.3,1
2025-04-15 22:00:00,0.211,24.13,0.82,6.73,25.1,0.3,0.3,vegetative,0.3,0.28,0.12,20.8,0
2025-04-15 23:00:00,0.186,17.1,0.55,6.67,22.8,0.9,1.3,vegetative,0.6,0.32,0.14,80.4,1
2025-04-16 00:00:00,0.227,32.68,0.67,6.14,36.6,0.5,0.3,flowering,0.3,0.28,0.12,15.9,0
2025-04-16 01:00:00,0.339,20.32,0.69,6.18,23.2,0.3,0.9,flowering,0.3,0.28,0.12,-17.8,0
2025-04-16 02:00:00,0.235,20.46,0.43,6.61,20.4,2.4,0.8,vegetative,0.3,0.28,0.12,13.6,0
2025-04-16 03:00:00,0.207,20.27,0.59,6.82,24.1,0.8,0.5,flowering,0.3,0.28,0.12,21.8,0
2025-04-16 04:00:00,0.257,18.78,0.62,6.81,29.2,0.2,0.8,maturity,0.3,0.28,0.12,6.9,0
2025-04-16 05:00:00,0.239,18.35,0.79,6.2,28.4,1.1,0.1,vegetative,0.6,0.32,0.14,48.4,0
2025-04-16 06:00:00,0.237,19.38,0.63,6.8,37.4,1.6,2.1,vegetative,0.3,0.28,0.12,13.0,0
2025-04-16 07:00:00,0.244,15.17,0.62,5.97,24.2,1.4,0.2,flowering,0.6,0.32,0.14,45.4,0
2025-04-16 08:00:00,0.302,18.07,0.78,6.44,29.2,0.9,2.1,flowering,0.6,0.32,0.14,10.6,0
2025-04-16 09:00:00,0.175,31.74,0.54,6.65,33.6,0.7,0.7,maturity,0.6,0.32,0.14,87.1,1
2025-04-16 10:00:00,0.239,25.68,0.49,5.88,24.7,1.5,1.0,flowering,0.6,0.32,0.14,48.6,0
2025-04-16 11:00:00,0.183,26.63,0.66,7.13,31.5,1.2,0.3,vegetative,0.6,0.32,0.14,82.2,1
